Set,Bonafide Or Spoof,Language,Singer,Title,Model,Url
T01,spoof,Cantonese,Li_Jian,Li_Jian_mock_track_062,DiffSinger,https://example.invalid/mock/t01/spoof/062
T01,spoof,Cantonese,Na_Ying,Na_Ying_mock_track_063,DiffSinger,https://example.invalid/mock/t01/spoof/063
T01,spoof,Cantonese,GEM,GEM_mock_track_064,RVC,https://example.invalid/mock/t01/spoof/064
T01,spoof,Cantonese,Bella_Yao,Bella_Yao_mock_track_065,so-vits-svc,https://example.invalid/mock/t01/spoof/065
T01,spoof,Cantonese,Zhou_Shen,Zhou_Shen_mock_track_066,Sovits4.0,https://example.invalid/mock/t01/spoof/066
T01,spoof,Cantonese,Li_Jian,Li_Jian_mock_track_067,DiffSinger,https://example.invalid/mock/t01/spoof/067
T01,spoof,Cantonese,Na_Ying,Na_Ying_mock_track_068,DiffSinger,https://example.invalid/mock/t01/spoof/068
T01,spoof,Cantonese,GEM,GEM_mock_track_069,RVC,https://example.invalid/mock/t01/spoof/069
T01,spoof,Cantonese,Bella_Yao,Bella_Yao_mock_track_070,so-vits-svc,https://example.invalid/mock/t01/spoof/070
T01,spoof,Cantonese,Zhou_Shen,Zhou_Shen_mock_track_071,Sovits4.0,https://example.invalid/mock/t01/spoof/071
T01,spoof,Cantonese,Li_Jian,Li_Jian_mock_track_072,DiffSinger,https://example.invalid/mock/t01/spoof/072
T01,spoof,Cantonese,Na_Ying,Na_Ying_mock_track_073,DiffSinger,https://example.invalid/mock/t01/spoof/073
T01,spoof,Cantonese,GEM,GEM_mock_track_074,RVC,https://example.invalid/mock/t01/spoof/074
T01,spoof,Cantonese,Bella_Yao,Bella_Yao_mock_track_075,so-vits-svc,https://example.invalid/mock/t01/spoof/075
T01,spoof,Cantonese,Zhou_Shen,Zhou_Shen_mock_track_076,Sovits4.0,https://example.invalid/mock/t01/spoof/076
T01,spoof,Cantonese,Li_Jian,Li_Jian_mock_track_077,DiffSinger,https://example.invalid/mock/t01/spoof/077
T01,spoof,Cantonese,Na_Ying,Na_Ying_mock_track_078,DiffSinger,https://example.invalid/mock/t01/spoof/078
T01,spoof,Cantonese,GEM,GEM_mock_track_079,RVC,https://example.invalid/mock/t01/spoof/079
T01,spoof,Cantonese,Bella_Yao,Bella_Yao_mock_track_080,so-vits-svc,https://example.invalid/mock/t01/spoof/080
T01,spoof,Cantonese,Zhou_Shen,Zhou_Shen_mock_track_081,Sovits4.0,https://example.invalid/mock/t01/spoof/081
T01,spoof,Cantonese,Li_Jian,Li_Jian_mock_track_082,DiffSinger,https://example.invalid/mock/t01/spoof/082
T01,spoof,Cantonese,Na_Ying,Na_Ying_mock_track_083,DiffSinger,https://example.invalid/mock/t01/spoof/083
T01,spoof,Cantonese,GEM,GEM_mock_track_084,RVC,https://example.invalid/mock/t01/spoof/084
T01,spoof,Cantonese,Bella_Yao,Bella_Yao_mock_track_085,so-vits-svc,https://example.invalid/mock/t01/spoof/085
T01,spoof,Cantonese,Zhou_Shen,Zhou_Shen_mock_track_086,Sovits4.0,https://example.invalid/mock/t01/spoof/086
T01,spoof,Cantonese,Li_Jian,Li_Jian_mock_track_087,DiffSinger,https://example.invalid/mock/t01/spoof/087
T01,spoof,Cantonese,Na_Ying,Na_Ying_mock_track_088,DiffSinger,https://example.invalid/mock/t01/spoof/088
T01,spoof,Cantonese,GEM,GEM_mock_track_089,RVC,https://example.invalid/mock/t01/spoof/089
T01,spoof,Cantonese,Bella_Yao,Bella_Yao_mock_track_090,so-vits-svc,https://example.invalid/mock/t01/spoof/090
T01,spoof,Cantonese,Zhou_Shen,Zhou_Shen_mock_track_091,Sovits4.0,https://example.invalid/mock/t01/spoof/091
T01,spoof,Cantonese,Li_Jian,Li_Jian_mock_track_092,DiffSinger,https://example.invalid/mock/t01/spoof/092
T01,spoof,Cantonese,Na_Ying,Na_Ying_mock_track_093,DiffSinger,https://example.invalid/mock/t01/spoof/093
T01,spoof,Cantonese,GEM,GEM_mock_track_094,RVC,https://example.invalid/mock/t01/spoof/094
T01,spoof,Cantonese,Bella_Yao,Bella_Yao_mock_track_095,so-vits-svc,https://example.invalid/mock/t01/spoof/095
T01,spoof,Cantonese,Zhou_Shen,Zhou_Shen_mock_track_096,Sovits4.0,https://example.invalid/mock/t01/spoof/096
T01,spoof,Cantonese,Li_Jian,Li_Jian_mock_track_097,DiffSinger,https://example.invalid/mock/t01/spoof/097
T01,spoof,Cantonese,Na_Ying,Na_Ying_mock_track_098,DiffSinger,https://example.invalid/mock/t01/spoof/098
T01,spoof,Cantonese,GEM,GEM_mock_track_099,RVC,https://example.invalid/mock/t01/spoof/099
T01,spoof,Cantonese,Bella_Yao,Bella_Yao_mock_track_100,so-vits-svc,https://example.invalid/mock/t01/spoof/100
T01,spoof,Cantonese,Zhou_Shen,Zhou_Shen_mock_track_101,Sovits4.0,https://example.invalid/mock/t01/spoof/101
T01,spoof,Cantonese,Li_Jian,Li_Jian_mock_track_102,DiffSinger,https://example.invalid/mock/t01/spoof/102
T01,spoof,Cantonese,Na_Ying,Na_Ying_mock_track_103,DiffSinger,https://example.invalid/mock/t01/spoof/103
T01,spoof,Cantonese,GEM,GEM_mock_track_104,RVC,https://example.invalid/mock/t01/spoof/104
T01,spoof,Cantonese,Bella_Yao,Bella_Yao_mock_track_105,so-vits-svc,https://example.invalid/mock/t01/spoof/105
T01,spoof,Cantonese,Zhou_Shen,Zhou_Shen_mock_track_106,Sovits4.0,https://example.invalid/mock/t01/spoof/106
T01,spoof,Cantonese,Li_Jian,Li_Jian_mock_track_107,DiffSinger,https://example.invalid/mock/t01/spoof/107
T01,spoof,Cantonese,Na_Ying,Na_Ying_mock_track_108,DiffSinger,https://example.invalid/mock/t01/spoof/108
T01,spoof,Cantonese,GEM,GEM_mock_track_109,RVC,https://example.invalid/mock/t01/spoof/109
T01,spoof,Cantonese,Bella_Yao,Bella_Yao_mock_track_110,so-vits-svc,https://example.invalid/mock/t01/spoof/110
T01,spoof,Cantonese,Zhou_Shen,Zhou_Shen_mock_track_111,Sovits4.0,https://example.invalid/mock/t01/spoof/111
T01,spoof,Cantonese,Li_Jian,Li_Jian_mock_track_112,DiffSinger,https://example.invalid/mock/t01/spoof/112
T01,spoof,Cantonese,Na_Ying,Na_Ying_mock_track_113,DiffSinger,https://example.invalid/mock/t01/spoof/113
T01,spoof,Cantonese,GEM,GEM_mock_track_114,RVC,https://example.invalid/mock/t01/spoof/114
T01,spoof,Cantonese,Bella_Yao,Bella_Yao_mock_track_115,so-vits-svc,https://example.invalid/mock/t01/spoof/115
T01,spoof,Cantonese,Zhou_Shen,Zhou_Shen_mock_track_116,Sovits4.0,https://example.invalid/mock/t01/spoof/116
T01,spoof,Cantonese,Li_Jian,Li_Jian_mock_track_117,DiffSinger,https://example.invalid/mock/t01/spoof/117
T01,spoof,Cantonese,Na_Ying,Na_Ying_mock_track_118,DiffSinger,https://example.invalid/mock/t01/spoof/118
T01,spoof,Cantonese,GEM,GEM_mock_track_119,RVC,https://example.invalid/mock/t01/spoof/119
T01,spoof,Cantonese,Bella_Yao,Bella_Yao_mock_track_120,so-vits-svc,https://example.invalid/mock/t01/spoof/120
T01,spoof,Cantonese,Zhou_Shen,Zhou_Shen_mock_track_121,Sovits4.0,https://example.invalid/mock/t01/spoof/121
T01,spoof,Cantonese,Li_Jian,Li_Jian_mock_track_122,DiffSinger,https://example.invalid/mock/t01/spoof/122
T01,spoof,Cantonese,Na_Ying,Na_Ying_mock_track_123,DiffSinger,https://example.invalid/mock/t01/spoof/123
T01,spoof,Cantonese,GEM,GEM_mock_track_124,RVC,https://example.invalid/mock/t01/spoof/124
T01,spoof,Cantonese,Bella_Yao,Bella_Yao_mock_track_125,so-vits-svc,https://example.invalid/mock/t01/spoof/125
T01,spoof,Cantonese,Zhou_Shen,Zhou_Shen_mock_track_126,Sovits4.0,https://example.invalid/mock/t01/spoof/126
T01,spoof,Cantonese,Li_Jian,Li_Jian_mock_track_127,DiffSinger,https://example.invalid/mock/t01/spoof/127
T01,spoof,Cantonese,Na_Ying,Na_Ying_mock_track_128,DiffSinger,https://example.invalid/mock/t01/spoof/128
T01,spoof,Cantonese,GEM,GEM_mock_track_129,RVC,https://example.invalid/mock/t01/spoof/129
T01,spoof,Cantonese,Bella_Yao,Bella_Yao_mock_track_130,so-vits-svc,https://example.invalid/mock/t01/spoof/130
T01,spoof,Cantonese,Zhou_Shen,Zhou_Shen_mock_track_131,Sovits4.0,https://example.invalid/mock/t01/spoof/131
T01,spoof,Cantonese,Li_Jian,Li_Jian_mock_track_132,DiffSinger,https://example.invalid/mock/t01/spoof/132
T01,spoof,Cantonese,Na_Ying,Na_Ying_mock_track_133,DiffSinger,https://example.invalid/mock/t01/spoof/133
T01,spoof,Cantonese,GEM,GEM_mock_track_134,RVC,https://example.invalid/mock/t01/spoof/134
T01,spoof,Cantonese,Bella_Yao,Bella_Yao_mock_track_135,so-vits-svc,https://example.invalid/mock/t01/spoof/135
T01,spoof,Cantonese,Zhou_Shen,Zhou_Shen_mock_track_136,Sovits4.0,https://example.invalid/mock/t01/spoof/136
T01,spoof,Cantonese,Li_Jian,Li_Jian_mock_track_137,DiffSinger,https://example.invalid/mock/t01/spoof/137
T01,spoof,Cantonese,Na_Ying,Na_Ying_mock_track_138,DiffSinger,https://example.invalid/mock/t01/spoof/138
T01,spoof,Cantonese,GEM,GEM_mock_track_139,RVC,https://example.invalid/mock/t01/spoof/139
T01,spoof,Cantonese,Bella_Yao,Bella_Yao_mock_track_140,so-vits-svc,https://example.invalid/mock/t01/spoof/140
T01,spoof,Cantonese,Zhou_Shen,Zhou_Shen_mock_track_141,Sovits4.0,https://example.invalid/mock/t01/spoof/141
T01,spoof,Cantonese,Li_Jian,Li_Jian_mock_track_142,DiffSinger,https://example.invalid/mock/t01/spoof/142
T01,spoof,Cantonese,Na_Ying,Na_Ying_mock_track_143,DiffSinger,https://example.invalid/mock/t01/spoof/143
T01,spoof,Cantonese,GEM,GEM_mock_track_144,RVC,https://example.invalid/mock/t01/spoof/144
T01,spoof,Cantonese,Bella_Yao,Bella_Yao_mock_track_145,so-vits-svc,https://example.invalid/mock/t01/spoof/145
T01,spoof,Cantonese,Zhou_Shen,Zhou_Shen_mock_track_146,Sovits4.0,https://example.invalid/mock/t01/spoof/146
T01,spoof,Cantonese,Li_Jian,Li_Jian_mock_track_147,DiffSinger,https://example.invalid/mock/t01/spoof/147
T01,spoof,Cantonese,Na_Ying,Na_Ying_mock_track_148,DiffSinger,https://example.invalid/mock/t01/spoof/148
T01,spoof,Cantonese,GEM,GEM_mock_track_149,RVC,https://example.invalid/mock/t01/spoof/149
T01,spoof,Cantonese,Bella_Yao,Bella_Yao_mock_track_150,so-vits-svc,https://example.invalid/mock/t01/spoof/150
T02,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_001,N/A,https://example.invalid/mock/t02/bonafide/001
T02,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_002,N/A,https://example.invalid/mock/t02/bonafide/002
T02,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_003,N/A,https://example.invalid/mock/t02/bonafide/003
T02,bonafide,Mandarin,GEM,GEM_mock_track_004,N/A,https://example.invalid/mock/t02/bonafide/004
T02,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_005,N/A,https://example.invalid/mock/t02/bonafide/005
T02,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_006,N/A,https://example.invalid/mock/t02/bonafide/006
T02,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_007,N/A,https://example.invalid/mock/t02/bonafide/007
T02,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_008,N/A,https://example.invalid/mock/t02/bonafide/008
T02,bonafide,Mandarin,GEM,GEM_mock_track_009,N/A,https://example.invalid/mock/t02/bonafide/009
T02,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_010,N/A,https://example.invalid/mock/t02/bonafide/010
T02,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_011,N/A,https://example.invalid/mock/t02/bonafide/011
T02,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_012,N/A,https://example.invalid/mock/t02/bonafide/012
T02,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_013,N/A,https://example.invalid/mock/t02/bonafide/013
T02,bonafide,Mandarin,GEM,GEM_mock_track_014,N/A,https://example.invalid/mock/t02/bonafide/014
T02,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_015,N/A,https://example.invalid/mock/t02/bonafide/015
T02,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_016,N/A,https://example.invalid/mock/t02/bonafide/016
T02,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_017,N/A,https://example.invalid/mock/t02/bonafide/017
T02,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_018,N/A,https://example.invalid/mock/t02/bonafide/018
T02,bonafide,Mandarin,GEM,GEM_mock_track_019,N/A,https://example.invalid/mock/t02/bonafide/019
T02,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_020,N/A,https://example.invalid/mock/t02/bonafide/020
T02,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_021,N/A,https://example.invalid/mock/t02/bonafide/021
T02,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_022,N/A,https://example.invalid/mock/t02/bonafide/022
T02,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_023,N/A,https://example.invalid/mock/t02/bonafide/023
T02,bonafide,Mandarin,GEM,GEM_mock_track_024,N/A,https://example.invalid/mock/t02/bonafide/024
T02,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_025,N/A,https://example.invalid/mock/t02/bonafide/025
T02,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_026,N/A,https://example.invalid/mock/t02/bonafide/026
T02,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_027,N/A,https://example.invalid/mock/t02/bonafide/027
T02,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_028,N/A,https://example.invalid/mock/t02/bonafide/028
T02,bonafide,Mandarin,GEM,GEM_mock_track_029,N/A,https://example.invalid/mock/t02/bonafide/029
T02,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_030,N/A,https://example.invalid/mock/t02/bonafide/030
T02,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_031,N/A,https://example.invalid/mock/t02/bonafide/031
T02,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_032,N/A,https://example.invalid/mock/t02/bonafide/032
T02,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_033,N/A,https://example.invalid/mock/t02/bonafide/033
T02,bonafide,Mandarin,GEM,GEM_mock_track_034,N/A,https://example.invalid/mock/t02/bonafide/034
T02,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_035,N/A,https://example.invalid/mock/t02/bonafide/035
T02,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_036,N/A,https://example.invalid/mock/t02/bonafide/036
T02,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_037,N/A,https://example.invalid/mock/t02/bonafide/037
T02,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_038,N/A,https://example.invalid/mock/t02/bonafide/038
T02,bonafide,Mandarin,GEM,GEM_mock_track_039,N/A,https://example.invalid/mock/t02/bonafide/039
T02,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_040,N/A,https://example.invalid/mock/t02/bonafide/040
T02,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_041,N/A,https://example.invalid/mock/t02/bonafide/041
T02,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_042,N/A,https://example.invalid/mock/t02/bonafide/042
T02,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_043,N/A,https://example.invalid/mock/t02/bonafide/043
T02,bonafide,Mandarin,GEM,GEM_mock_track_044,N/A,https://example.invalid/mock/t02/bonafide/044
T02,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_045,N/A,https://example.invalid/mock/t02/bonafide/045
T02,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_046,N/A,https://example.invalid/mock/t02/bonafide/046
T02,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_047,N/A,https://example.invalid/mock/t02/bonafide/047
T02,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_048,N/A,https://example.invalid/mock/t02/bonafide/048
T02,bonafide,Mandarin,GEM,GEM_mock_track_049,N/A,https://example.invalid/mock/t02/bonafide/049
T02,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_050,N/A,https://example.invalid/mock/t02/bonafide/050
T02,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_051,N/A,https://example.invalid/mock/t02/bonafide/051
T02,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_052,N/A,https://example.invalid/mock/t02/bonafide/052
T02,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_053,N/A,https://example.invalid/mock/t02/bonafide/053
T02,bonafide,Mandarin,GEM,GEM_mock_track_054,N/A,https://example.invalid/mock/t02/bonafide/054
T02,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_055,N/A,https://example.invalid/mock/t02/bonafide/055
T02,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_056,N/A,https://example.invalid/mock/t02/bonafide/056
T02,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_057,N/A,https://example.invalid/mock/t02/bonafide/057
T02,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_058,N/A,https://example.invalid/mock/t02/bonafide/058
T02,bonafide,Mandarin,GEM,GEM_mock_track_059,N/A,https://example.invalid/mock/t02/bonafide/059
T02,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_060,N/A,https://example.invalid/mock/t02/bonafide/060
T02,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_061,N/A,https://example.invalid/mock/t02/bonafide/061
T02,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_062,N/A,https://example.invalid/mock/t02/bonafide/062
T02,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_063,N/A,https://example.invalid/mock/t02/bonafide/063
T02,bonafide,Mandarin,GEM,GEM_mock_track_064,N/A,https://example.invalid/mock/t02/bonafide/064
T02,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_065,N/A,https://example.invalid/mock/t02/bonafide/065
T02,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_066,N/A,https://example.invalid/mock/t02/bonafide/066
T02,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_067,N/A,https://example.invalid/mock/t02/bonafide/067
T02,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_068,N/A,https://example.invalid/mock/t02/bonafide/068
T02,bonafide,Mandarin,GEM,GEM_mock_track_069,N/A,https://example.invalid/mock/t02/bonafide/069
T02,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_070,N/A,https://example.invalid/mock/t02/bonafide/070
T02,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_071,N/A,https://example.invalid/mock/t02/bonafide/071
T02,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_072,N/A,https://example.invalid/mock/t02/bonafide/072
T02,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_073,N/A,https://example.invalid/mock/t02/bonafide/073
T02,bonafide,Mandarin,GEM,GEM_mock_track_074,N/A,https://example.invalid/mock/t02/bonafide/074
T02,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_075,N/A,https://example.invalid/mock/t02/bonafide/075
T02,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_076,N/A,https://example.invalid/mock/t02/bonafide/076
T02,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_077,N/A,https://example.invalid/mock/t02/bonafide/077
T02,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_078,N/A,https://example.invalid/mock/t02/bonafide/078
T02,bonafide,Mandarin,GEM,GEM_mock_track_079,N/A,https://example.invalid/mock/t02/bonafide/079
T02,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_080,N/A,https://example.invalid/mock/t02/bonafide/080
T02,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_081,N/A,https://example.invalid/mock/t02/bonafide/081
T02,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_082,N/A,https://example.invalid/mock/t02/bonafide/082
T02,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_083,N/A,https://example.invalid/mock/t02/bonafide/083
T02,bonafide,Mandarin,GEM,GEM_mock_track_084,N/A,https://example.invalid/mock/t02/bonafide/084
T02,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_085,N/A,https://example.invalid/mock/t02/bonafide/085
T02,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_086,N/A,https://example.invalid/mock/t02/bonafide/086
T02,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_087,N/A,https://example.invalid/mock/t02/bonafide/087
T02,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_088,N/A,https://example.invalid/mock/t02/bonafide/088
T02,bonafide,Mandarin,GEM,GEM_mock_track_089,N/A,https://example.invalid/mock/t02/bonafide/089
T02,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_090,N/A,https://example.invalid/mock/t02/bonafide/090
T02,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_091,N/A,https://example.invalid/mock/t02/bonafide/091
T02,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_092,N/A,https://example.invalid/mock/t02/bonafide/092
T02,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_093,N/A,https://example.invalid/mock/t02/bonafide/093
T02,bonafide,Mandarin,GEM,GEM_mock_track_094,N/A,https://example.invalid/mock/t02/bonafide/094
T02,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_095,N/A,https://example.invalid/mock/t02/bonafide/095
T02,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_096,N/A,https://example.invalid/mock/t02/bonafide/096
T02,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_097,N/A,https://example.invalid/mock/t02/bonafide/097
T02,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_098,N/A,https://example.invalid/mock/t02/bonafide/098
T02,bonafide,Mandarin,GEM,GEM_mock_track_099,N/A,https://example.invalid/mock/t02/bonafide/099
T02,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_100,N/A,https://example.invalid/mock/t02/bonafide/100
T02,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_101,N/A,https://example.invalid/mock/t02/bonafide/101
T02,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_102,N/A,https://example.invalid/mock/t02/bonafide/102
T02,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_103,N/A,https://example.invalid/mock/t02/bonafide/103
T02,bonafide,Mandarin,GEM,GEM_mock_track_104,N/A,https://example.invalid/mock/t02/bonafide/104
T02,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_105,N/A,https://example.invalid/mock/t02/bonafide/105
T02,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_106,N/A,https://example.invalid/mock/t02/bonafide/106
T02,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_107,N/A,https://example.invalid/mock/t02/bonafide/107
T02,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_108,N/A,https://example.invalid/mock/t02/bonafide/108
T02,bonafide,Mandarin,GEM,GEM_mock_track_109,N/A,https://example.invalid/mock/t02/bonafide/109
T02,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_110,N/A,https://example.invalid/mock/t02/bonafide/110
T02,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_111,N/A,https://example.invalid/mock/t02/bonafide/111
T02,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_112,N/A,https://example.invalid/mock/t02/bonafide/112
T02,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_113,N/A,https://example.invalid/mock/t02/bonafide/113
T02,bonafide,Mandarin,GEM,GEM_mock_track_114,N/A,https://example.invalid/mock/t02/bonafide/114
T02,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_115,N/A,https://example.invalid/mock/t02/bonafide/115
T02,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_116,N/A,https://example.invalid/mock/t02/bonafide/116
T02,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_117,N/A,https://example.invalid/mock/t02/bonafide/117
T02,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_118,N/A,https://example.invalid/mock/t02/bonafide/118
T02,bonafide,Mandarin,GEM,GEM_mock_track_119,N/A,https://example.invalid/mock/t02/bonafide/119
T02,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_120,N/A,https://example.invalid/mock/t02/bonafide/120
T02,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_121,N/A,https://example.invalid/mock/t02/bonafide/121
T02,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_122,N/A,https://example.invalid/mock/t02/bonafide/122
T02,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_123,N/A,https://example.invalid/mock/t02/bonafide/123
T02,bonafide,Mandarin,GEM,GEM_mock_track_124,N/A,https://example.invalid/mock/t02/bonafide/124
T02,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_125,N/A,https://example.invalid/mock/t02/bonafide/125
T02,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_126,N/A,https://example.invalid/mock/t02/bonafide/126
T02,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_127,N/A,https://example.invalid/mock/t02/bonafide/127
T02,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_128,N/A,https://example.invalid/mock/t02/bonafide/128
T02,bonafide,Mandarin,GEM,GEM_mock_track_129,N/A,https://example.invalid/mock/t02/bonafide/129
T02,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_130,N/A,https://example.invalid/mock/t02/bonafide/130
T02,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_131,N/A,https://example.invalid/mock/t02/bonafide/131
T02,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_132,N/A,https://example.invalid/mock/t02/bonafide/132
T02,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_133,N/A,https://example.invalid/mock/t02/bonafide/133
T02,bonafide,Mandarin,GEM,GEM_mock_track_134,N/A,https://example.invalid/mock/t02/bonafide/134
T02,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_135,N/A,https://example.invalid/mock/t02/bonafide/135
T02,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_136,N/A,https://example.invalid/mock/t02/bonafide/136
T02,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_137,N/A,https://example.invalid/mock/t02/bonafide/137
T02,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_138,N/A,https://example.invalid/mock/t02/bonafide/138
T02,bonafide,Mandarin,GEM,GEM_mock_track_139,N/A,https://example.invalid/mock/t02/bonafide/139
T02,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_140,N/A,https://example.invalid/mock/t02/bonafide/140
T02,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_141,N/A,https://example.invalid/mock/t02/bonafide/141
T02,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_142,N/A,https://example.invalid/mock/t02/bonafide/142
